date,avg_top_2,avg_bottom_2,daily_spread,spread_30d_ma
2024-12-08,119.87,73.185,46.685,85.34516666666669
2024-12-09,129.255,34.765,94.49,86.82733333333334
2024-12-10,201.28,85.1,116.18,89.14083333333335
2024-12-11,441.475,106.74000000000001,334.735,98.55016666666667
2024-12-12,877.63,108.655,768.975,117.78366666666668
2024-12-13,272.105,115.295,156.81,118.93466666666669
2024-12-14,123.05000000000001,73.695,49.35500000000002,118.474
2024-12-15,69.565,1.19,68.375,118.94300000000001
2024-12-16,83.46000000000001,0.02,83.44000000000001,120.13450000000002
2024-12-17,124.465,21.255000000000003,103.21000000000001,121.796
2024-12-18,75.19999999999999,16.36,58.83999999999999,120.07133333333334
2024-12-19,89.97,0.78,89.19,120.84
2024-12-20,109.805,16.869999999999997,92.935,121.905
2024-12-21,31.33,0.5,30.83,119.78516666666665
2024-12-22,63.129999999999995,-1.55,64.67999999999999,119.79683333333334
2024-12-23,107.055,9.45,97.605,120.00766666666668
2024-12-24,120.58,78.39,42.19,120.864
2024-12-25,119.82,78.4,41.41999999999999,118.08716666666666
2024-12-26,137.97500000000002,90.255,47.72000000000003,116.79183333333334
2024-12-27,155.10000000000002,99.66,55.440000000000026,114.45150000000002
2024-12-28,149.755,104.255,45.5,111.82866666666668
2024-12-29,124.055,71.68,52.375,111.09116666666667
2024-12-30,104.985,43.075,61.91,111.46283333333334
2024-12-31,83.565,1.34,82.225,112.77216666666666
2025-01-01,8.530000000000001,-0.555,9.085,109.75949999999999
2025-01-02,152.905,2.505,150.4,111.01150000000001
2025-01-03,115.86,70.21000000000001,45.64999999999999,106.83366666666667
2025-01-04,147.54500000000002,90.245,57.30000000000001,104.89283333333333
2025-01-05,97.1,27.83,69.27,102.38916666666665
2025-01-06,38.864999999999995,9.6,29.264999999999993,101.53616666666667
2025-01-07,98.57,5.07,93.5,103.09666666666666
2025-01-08,152.345,60.175,92.17,103.01933333333334
2025-01-09,160.515,86.49000000000001,74.02499999999998,101.61416666666666
2025-01-10,143.34,69.47,73.87,92.91866666666667
2025-01-11,121.07,85.85499999999999,35.215,68.46000000000001
2025-01-12,145.16,83.77000000000001,61.389999999999986,65.27933333333334
2025-01-13,202.505,100.185,102.32,67.04483333333333
2025-01-14,177.05,98.535,78.51500000000001,67.38283333333334
2025-01-15,355.755,107.88,247.875,72.864
2025-01-16,195.60500000000002,115.39,80.21500000000002,72.09750000000001
2025-01-17,194.02499999999998,115.1,78.92499999999998,72.767
2025-01-18,167.70999999999998,115.735,51.97499999999998,71.52649999999998
2025-01-19,157.82,109.88,47.94,70.02666666666666
2025-01-20,528.3399999999999,114.93,413.4099999999999,82.77933333333333
2025-01-21,276.53999999999996,113.7,162.83999999999997,86.05133333333333
2025-01-22,223.79500000000002,114.19,109.60500000000002,86.45133333333334
2025-01-23,157.225,63.629999999999995,93.595,88.16483333333332
2025-01-24,112.695,42.825,69.86999999999999,89.11316666666667
2025-01-25,149.265,64.255,85.00999999999999,90.35616666666667
2025-01-26,129.345,32.015,97.33,91.7525
2025-01-27,118.61500000000001,12.085,106.53,93.78683333333333
2025-01-28,148.55,60.88,87.67000000000002,94.96333333333334
2025-01-29,149.82999999999998,76.9,72.92999999999998,95.33066666666666
2025-01-30,178.47000000000003,92.43,86.04000000000002,95.45783333333333
2025-01-31,184.87,113.505,71.36500000000001,97.53383333333333
2025-02-01,167.89,106.845,61.04499999999999,94.55533333333332
2025-02-02,173.22,114.15,59.06999999999999,95.00266666666667
2025-02-03,229.615,116.28,113.33500000000001,96.87049999999999
2025-02-04,202.115,113.255,88.86000000000001,97.5235
2025-02-05,189.765,108.79,80.97499999999998,99.24716666666667
2025-02-06,199.755,123.475,76.28,98.67316666666666
2025-02-07,157.28500000000003,90.03,67.25500000000002,97.84266666666666
2025-02-08,160.79500000000002,68.22999999999999,92.56500000000003,98.46066666666665
2025-02-09,159.03,97.12,61.91,98.06199999999998
2025-02-10,172.27,82.41499999999999,89.85500000000002,99.88333333333331
2025-02-11,167.82,71.36,96.46,101.05233333333332
2025-02-12,194.85,126.705,68.145,99.91316666666665
2025-02-13,221.205,137.17000000000002,84.035,100.09716666666667
2025-02-14,295.985,128.075,167.91000000000003,97.43166666666666
2025-02-15,169.73,111.2,58.52999999999999,96.70883333333333
2025-02-16,165.135,119.16999999999999,45.965,95.61016666666666
2025-02-17,246.95999999999998,108.125,138.83499999999998,98.5055
2025-02-18,192.07,92.47,99.6,100.22749999999999
2025-02-19,157.935,82.13,75.805,88.974
2025-02-20,125.215,78.845,46.370000000000005,85.09166666666667
2025-02-21,148.85500000000002,57.66,91.19500000000002,84.47800000000001
2025-02-22,111.78,40.8,70.98,83.72416666666668
2025-02-23,152.57,65.37,87.19999999999999,84.30183333333333
2025-02-24,143.26,39.04,104.22,84.94216666666668
2025-02-25,220.51,91.65,128.85999999999999,85.99316666666667
2025-02-26,173.88,106.97,66.91,84.6725
2025-02-27,168.94,100.015,68.925,84.04766666666666
2025-02-28,161.53,107.75,53.78,83.40933333333334
2025-03-01,154.66500000000002,98.33,56.33500000000002,82.41916666666667
2025-03-02,144.595,2.985,141.60999999999999,84.76066666666665
2025-03-03,179.94,0.17,179.77,88.71816666666668
2025-03-04,175.265,17.435000000000002,157.82999999999998,92.01016666666668
2025-03-05,146.06,-3.99,150.05,93.234
2025-03-06,158.34,0.05,158.29,95.54833333333333
2025-03-07,197.66,10.434999999999999,187.225,99.08999999999999
2025-03-08,159.815,-0.22000000000000003,160.035,101.88183333333335
2025-03-09,136.035,-2.15,138.185,104.24616666666667
2025-03-10,167.57999999999998,76.66999999999999,90.91,104.191
2025-03-11,192.985,96.96000000000001,96.025,105.32816666666668
2025-03-12,189.62,97.58500000000001,92.035,105.40083333333334
2025-03-13,169.76,97.53,72.22999999999999,104.59316666666668
2025-03-14,155.22000000000003,104.16499999999999,51.055000000000035,104.02350000000001
2025-03-15,131.63,51.254999999999995,80.375,103.9015
2025-03-16,135.42000000000002,0.6,134.82000000000002,102.7985
2025-03-17,173.66500000000002,29.560000000000002,144.10500000000002,105.651
2025-03-18,169.185,-0.88,170.065,109.78766666666667
2025-03-19,234.24,-0.405,234.645,112.98133333333334
2025-03-20,266.96,0.54,266.41999999999996,118.542
2025-03-21,152.135,0.405,151.73,121.07283333333334
2025-03-22,55.49,-15.11,70.6,121.8805
2025-03-23,141.54500000000002,7.305,134.24,123.31533333333333
2025-03-24,202.495,99.845,102.65,124.371
2025-03-25,163.75,68.84,94.91,124.628
2025-03-26,165.76999999999998,87.64500000000001,78.12499999999997,123.75816666666667
2025-03-27,164.3,15.739999999999998,148.56,124.41483333333333
2025-03-28,165.945,-0.02,165.965,127.71666666666667
2025-03-29,149.565,3.0,146.565,130.30466666666666
2025-03-30,64.41,-25.915,90.32499999999999,131.52283333333332
2025-03-31,179.095,65.815,113.28,133.421
2025-04-01,169.66500000000002,11.23,158.43500000000003,133.98183333333333
2025-04-02,137.82999999999998,-20.54,158.36999999999998,133.26850000000002
2025-04-03,163.125,-7.125,170.25,133.6825
2025-04-04,173.90499999999997,-1.26,175.16499999999996,134.51966666666667
2025-04-05,104.44,-48.415,152.855,134.3385
2025-04-06,132.23000000000002,-110.44,242.67000000000002,136.18666666666667
2025-04-07,172.20999999999998,3.065,169.14499999999998,136.49033333333333
2025-04-08,180.47500000000002,18.2,162.27500000000003,137.29333333333335
